"ID","Adoption","Died","Euthanasia","Return_to_owner","Transfer"
6185,0.515,0,0.044,0.267,0.174
6186,0.278,0,0.072,0.536,0.114
6187,0.932,0,0.006,0.027,0.035
6188,0.731,0.003,0.009,0.034,0.223
6189,0.004,0.071,0.035,0.01,0.88
6190,0.278,0.002,0.04,0.505,0.175
6191,0.001,0.016,0.057,0.011,0.915
6192,0.062,0,0.232,0.356,0.35
6193,0.569,0,0.008,0.322,0.101
6194,0.721,0,0.006,0.179,0.094
6195,0.575,0.008,0.049,0.19,0.178
6196,0.011,0.001,0.312,0.056,0.62
6197,0.034,0.041,0.029,0.02,0.876
6198,0.504,0,0.025,0.12,0.351
6199,0,0.028,0.079,0.007,0.886
6200,0.003,0.018,0.405,0.063,0.511
6201,0.277,0.005,0.048,0.478,0.192
6202,0.003,0.046,0.328,0.015,0.608
6203,0.002,0.01,0.382,0.047,0.559
6204,0.91,0,0.002,0.022,0.066
6205,0.062,0.003,0.036,0.22,0.679
6206,0.21,0,0.024,0.139,0.627
6207,0.777,0,0.009,0.083,0.131
6208,0.389,0,0.068,0.303,0.24
6209,0.477,0.002,0.027,0.042,0.452
6210,0.499,0,0.014,0.166,0.321
6211,0.579,0,0.013,0.318,0.09
6212,0.075,0.004,0.178,0.254,0.489
6213,0.011,0.013,0.072,0.06,0.844
6214,0.055,0.008,0.122,0.433,0.382
6215,0.601,0.001,0.009,0.103,0.286
6216,0.876,0,0.006,0.063,0.055
6217,0.419,0.003,0.076,0.098,0.404
6218,0,0.028,0.08,0.01,0.882
6219,0.015,0.027,0.42,0.021,0.517
6220,0.095,0.004,0.048,0.228,0.625
6221,0.53,0.006,0.041,0.19,0.233
6222,0.163,0,0.042,0.605,0.19
6223,0.001,0.018,0.081,0.012,0.888
6224,0.553,0,0.028,0.284,0.135
6225,0.629,0.001,0.043,0.038,0.289
6226,0.293,0,0.029,0.198,0.48
6227,0.609,0,0.007,0.245,0.139
6228,0.949,0.001,0.002,0.019,0.029
6229,0.391,0.001,0.031,0.286,0.291
6230,0.206,0.005,0.096,0.201,0.492
6231,0.421,0,0.036,0.36,0.183
6232,0.447,0,0.029,0.139,0.385
6233,0.093,0.002,0.042,0.052,0.811
6234,0.397,0.01,0.043,0.188,0.362
6235,0.031,0.033,0.211,0.108,0.617
6236,0.536,0,0.014,0.212,0.238
6237,0.226,0.002,0.022,0.274,0.476
6238,0.227,0.002,0.139,0.449,0.183
6239,0,0.042,0.074,0.01,0.874
6240,0.49,0,0.014,0.102,0.394
6241,0.5,0,0.025,0.34,0.135
6242,0.475,0.009,0.056,0.121,0.339
6243,0.242,0.001,0.113,0.394,0.25
6244,0.041,0.003,0.153,0.376,0.427
6245,0.462,0.002,0.089,0.22,0.227
6246,0.674,0,0.012,0.124,0.19
6247,0.926,0,0.002,0.039,0.033
6248,0.404,0,0.022,0.491,0.083
6249,0.804,0.002,0.024,0.029,0.141
6250,0.713,0,0.008,0.02,0.259
6251,0.627,0.001,0.005,0.242,0.125
6252,0.363,0,0.052,0.504,0.081
6253,0.001,0.023,0.113,0.009,0.854
6254,0.018,0.129,0.34,0.013,0.5
6255,0.712,0,0.002,0.061,0.225
6256,0.474,0,0.024,0.22,0.282
6257,0.451,0,0.043,0.304,0.202
6258,0.596,0.002,0.032,0.32,0.05
6259,0.004,0.023,0.174,0.009,0.79
6260,0,0.018,0.077,0.006,0.899
6261,0.003,0.033,0.119,0.019,0.826
6262,0.709,0,0.028,0.141,0.122
6263,0.932,0,0.002,0.039,0.027
6264,0.689,0,0.016,0.022,0.273
6265,0.882,0.003,0.006,0.043,0.066
6266,0.758,0.002,0.013,0.019,0.208
6267,0.047,0.011,0.092,0.378,0.472
6268,0.6,0.004,0.021,0.049,0.326
6269,0.57,0,0.009,0.246,0.175
6270,0.055,0.015,0.207,0.031,0.692
6271,0.273,0.003,0.091,0.434,0.199
6272,0.273,0,0.109,0.379,0.239
6273,0.013,0.316,0.233,0.007,0.431
6274,0.016,0.021,0.054,0.022,0.887
6275,0.017,0.036,0.307,0.039,0.601
6276,0.435,0.003,0.017,0.096,0.449
6277,0.536,0,0.004,0.195,0.265
6278,0.627,0,0.004,0.302,0.067
6279,0.002,0.041,0.06,0.019,0.878
6280,0.041,0.029,0.325,0.034,0.571
6281,0.545,0,0.031,0.307,0.117
6282,0.783,0,0.011,0.049,0.157
6283,0.519,0.002,0.026,0.327,0.126
6284,0.892,0,0,0.057,0.051
6285,0.652,0.001,0.021,0.118,0.208
6286,0.692,0,0.021,0.262,0.025
6287,0.382,0.003,0.077,0.272,0.266
6288,0.9,0.001,0.01,0.05,0.039
6289,0.084,0.001,0.028,0.017,0.87
6290,0.271,0.001,0.082,0.391,0.255
6291,0.903,0,0.002,0.027,0.068
6292,0.838,0.001,0.009,0.042,0.11
6293,0.04,0.01,0.096,0.036,0.818
6294,0.715,0.001,0.014,0.119,0.151
6295,0.499,0,0.045,0.057,0.399
6296,0.472,0,0.012,0.442,0.074
6297,0.886,0,0.001,0.046,0.067
6298,0.254,0.001,0.044,0.552,0.149
6299,0.204,0.008,0.061,0.417,0.31
6300,0.049,0.028,0.272,0.069,0.582
6301,0.378,0,0.076,0.281,0.265
6302,0.769,0,0.008,0.028,0.195
6303,0.672,0,0.003,0.147,0.178
6304,0.753,0,0.009,0.159,0.079
6305,0.707,0,0.019,0.072,0.202
6306,0.611,0,0.01,0.299,0.08
6307,0.319,0,0.056,0.439,0.186
6308,0.711,0,0.014,0.163,0.112
6309,0.716,0,0.027,0.178,0.079
6310,0.712,0.001,0.011,0.238,0.038
6311,0.067,0.004,0.089,0.515,0.325
6312,0.452,0.001,0.028,0.25,0.269
6313,0.893,0,0.006,0.066,0.035
6314,0.496,0,0.038,0.208,0.258
6315,0.003,0.055,0.085,0.016,0.841
6316,0.552,0.001,0.012,0.364,0.071
6317,0.26,0.001,0.091,0.375,0.273
6318,0.58,0.001,0.038,0.142,0.239
6319,0.034,0.003,0.153,0.472,0.338
6320,0.461,0.003,0.02,0.034,0.482
6321,0.007,0.006,0.199,0.008,0.78
6322,0.26,0.003,0.092,0.432,0.213
6323,0.517,0,0.065,0.273,0.145
6324,0.02,0.005,0.274,0.047,0.654
6325,0.025,0.009,0.199,0.086,0.681
6326,0.567,0,0.016,0.191,0.226
6327,0.766,0.001,0.018,0.028,0.187
6328,0.143,0.008,0.338,0.105,0.406
6329,0.945,0.001,0.006,0.029,0.019
6330,0.307,0.001,0.038,0.463,0.191
6331,0.809,0,0.004,0.172,0.015
6332,0.158,0.001,0.145,0.211,0.485
6333,0.036,0,0.094,0.234,0.636
6334,0.013,0.03,0.107,0.068,0.782
6335,0.271,0,0.059,0.458,0.212
6336,0.942,0.001,0.006,0.029,0.022
6337,0.002,0.031,0.151,0.003,0.813
6338,0.538,0,0.055,0.161,0.246
6339,0.529,0.004,0.098,0.103,0.266
6340,0.66,0,0.018,0.201,0.121
6341,0.371,0.001,0.023,0.172,0.433
6342,0.928,0,0.003,0.038,0.031
6343,0.063,0.023,0.178,0.453,0.283
6344,0.402,0,0.009,0.295,0.294
6345,0.011,0.018,0.254,0.022,0.695
6346,0.628,0,0.033,0.144,0.195
6347,0.895,0,0.005,0.041,0.059
6348,0.007,0.016,0.174,0.02,0.783
6349,0.364,0.001,0.047,0.434,0.154
6350,0.347,0,0.081,0.382,0.19
6351,0.21,0.001,0.059,0.224,0.506
6352,0.128,0,0.095,0.51,0.267
6353,0.581,0,0.026,0.097,0.296
6354,0.285,0,0.082,0.346,0.287
6355,0.005,0.022,0.088,0.013,0.872
6356,0.919,0,0.003,0.042,0.036
6357,0.002,0.019,0.132,0,0.847
6358,0.181,0.005,0.264,0.138,0.412
6359,0.012,0.011,0.401,0.058,0.518
6360,0.613,0.004,0.022,0.075,0.286
6361,0.003,0.039,0.068,0.018,0.872
6362,0.34,0.001,0.046,0.449,0.164
6363,0,0.021,0.058,0.045,0.876
6364,0.14,0.003,0.05,0.576,0.231
6365,0.952,0,0.005,0.026,0.017
6366,0.429,0,0.109,0.315,0.147
6367,0.55,0.003,0.018,0.328,0.101
6368,0.346,0.001,0.056,0.327,0.27
6369,0.051,0.039,0.164,0.043,0.703
6370,0.443,0.027,0.005,0.44,0.085
6371,0.03,0.006,0.311,0.234,0.419
6372,0.292,0.019,0.071,0.121,0.497
6373,0.473,0.001,0.011,0.414,0.101
6374,0.576,0,0.009,0.348,0.067
6375,0.004,0.035,0.715,0.023,0.223
6376,0.609,0.003,0.017,0.055,0.316
6377,0.78,0.001,0.015,0.049,0.155
6378,0.438,0.001,0.023,0.298,0.24
6379,0.135,0,0.015,0.089,0.761
6380,0.667,0.011,0.007,0.076,0.239
6381,0.058,0.02,0.177,0.342,0.403
6382,0.262,0.009,0.016,0.562,0.151
6383,0.017,0.012,0.164,0.066,0.741
6384,0.473,0,0.021,0.149,0.357
6385,0.634,0,0.055,0.219,0.092
6386,0.485,0.001,0.024,0.362,0.128
6387,0.855,0.001,0.009,0.031,0.104
6388,0.016,0.224,0.38,0.006,0.374
6389,0.783,0,0.017,0.131,0.069
6390,0.026,0.01,0.302,0.069,0.593
6391,0.569,0,0.003,0.153,0.275
6392,0.004,0.047,0.036,0.033,0.88
6393,0.461,0,0.02,0.406,0.113
6394,0.872,0,0.001,0.024,0.103
6395,0.619,0.001,0.017,0.039,0.324
6396,0.877,0,0.008,0.027,0.088
6397,0.39,0,0.004,0.319,0.287
6398,0.328,0.001,0.016,0.593,0.062
6399,0.78,0,0.015,0.033,0.172
6400,0.804,0,0.006,0.141,0.049
6401,0.579,0,0.027,0.248,0.146
6402,0.386,0.002,0.173,0.368,0.071
6403,0.604,0,0.032,0.285,0.079
6404,0.119,0.002,0.044,0.355,0.48
6405,0.307,0,0.052,0.257,0.384
6406,0.246,0.001,0.074,0.44,0.239
6407,0.821,0.001,0.004,0.063,0.111
6408,0.853,0.004,0.011,0.022,0.11
6409,0.025,0.009,0.087,0.035,0.844
6410,0.413,0.229,0.095,0.028,0.235
6411,0.924,0,0.003,0.049,0.024
6412,0.798,0,0.019,0.101,0.082
6413,0.008,0.045,0.062,0.083,0.802
6414,0.726,0,0.007,0.214,0.053
6415,0.418,0.015,0.019,0.051,0.497
6416,0.764,0.002,0.026,0.049,0.159
6417,0.655,0.006,0.034,0.054,0.251
6418,0.9,0,0.001,0.051,0.048
6419,0.272,0,0.012,0.28,0.436
6420,0.52,0.001,0.009,0.01,0.46
6421,0.533,0,0.037,0.192,0.238
6422,0.164,0.003,0.029,0.156,0.648
6423,0.049,0.009,0.245,0.334,0.363
6424,0.324,0.002,0.062,0.364,0.248
6425,0.208,0,0.064,0.478,0.25
6426,0.049,0.012,0.062,0.542,0.335
6427,0.495,0.002,0.04,0.355,0.108
6428,0.65,0.002,0.041,0.023,0.284
6429,0.536,0,0.033,0.34,0.091
6430,0.001,0.014,0.079,0.006,0.9
6431,0.064,0.067,0.311,0.024,0.534
6432,0.401,0.004,0.053,0.373,0.169
6433,0.43,0.001,0.044,0.169,0.356
6434,0.27,0,0.065,0.241,0.424
6435,0.446,0.001,0.007,0.076,0.47
6436,0.573,0.028,0.026,0.023,0.35
6437,0.014,0.013,0.276,0.055,0.642
6438,0.006,0.009,0.423,0.048,0.514
6439,0.036,0.003,0.119,0.534,0.308
6440,0.414,0,0.081,0.405,0.1
6441,0.047,0.032,0.456,0.116,0.349
6442,0.001,0.012,0.133,0.007,0.847
6443,0.002,0.007,0.03,0.004,0.957
6444,0.591,0.01,0.031,0.05,0.318
6445,0.004,0.025,0.157,0.011,0.803
6446,0.013,0.02,0.414,0.041,0.512
6447,0.241,0.003,0.074,0.437,0.245
6448,0.469,0.001,0.01,0.375,0.145
6449,0.923,0.001,0.007,0.031,0.038
6450,0.945,0,0.012,0.025,0.018
6451,0.67,0,0.003,0.119,0.208
6452,0.866,0,0.002,0.099,0.033
6453,0.565,0.001,0.033,0.26,0.141
6454,0.94,0,0.005,0.026,0.029
6455,0.226,0.001,0.117,0.58,0.076
6456,0.932,0,0,0.053,0.015
6457,0.478,0,0.026,0.276,0.22
6458,0.856,0,0.015,0.044,0.085
6459,0.454,0.001,0.028,0.396,0.121
6460,0.002,0.018,0.213,0.013,0.754
6461,0.817,0,0.015,0.035,0.133
6462,0.784,0,0.01,0.024,0.182
6463,0.579,0,0.006,0.331,0.084
6464,0.035,0.003,0.161,0.436,0.365
6465,0.56,0,0.069,0.282,0.089
6466,0.511,0,0.025,0.318,0.146
6467,0.403,0,0.096,0.372,0.129
6468,0.198,0.002,0.124,0.616,0.06
6469,0.538,0,0.005,0.411,0.046
6470,0.001,0.013,0.126,0.004,0.856
6471,0.676,0,0.027,0.227,0.07
6472,0.379,0,0.013,0.171,0.437
6473,0.802,0,0.004,0.042,0.152
6474,0.476,0.003,0.007,0.383,0.131
6475,0.615,0.001,0.014,0.278,0.092
6476,0.224,0,0.03,0.163,0.583
6477,0.503,0,0.066,0.365,0.066
6478,0.181,0.001,0.077,0.443,0.298
6479,0.628,0.003,0.007,0.045,0.317
6480,0.427,0,0.065,0.388,0.12
6481,0.431,0,0.052,0.174,0.343
6482,0.036,0.008,0.102,0.041,0.813
6483,0.317,0.009,0.073,0.451,0.15
6484,0.797,0,0.005,0.053,0.145
6485,0.532,0.018,0.007,0.226,0.217
6486,0.873,0.001,0.003,0.073,0.05
6487,0.011,0.008,0.461,0.051,0.469
6488,0.147,0.054,0.027,0.048,0.724
6489,0.701,0,0.002,0.092,0.205
6490,0.57,0,0.091,0.263,0.076
6491,0.357,0.001,0.065,0.468,0.109
6492,0.031,0.021,0.517,0.021,0.41
6493,0.519,0.002,0.025,0.398,0.056
6494,0.006,0.022,0.1,0.006,0.866
6495,0.691,0.003,0.022,0.011,0.273
6496,0.028,0.003,0.532,0.075,0.362
6497,0.867,0,0.007,0.036,0.09
6498,0.527,0,0.014,0.254,0.205
6499,0.868,0,0.001,0.04,0.091
6500,0.789,0.002,0.014,0.033,0.162
6501,0.542,0.001,0.086,0.07,0.301
6502,0.03,0.002,0.049,0.02,0.899
6503,0.218,0.009,0.191,0.148,0.434
6504,0.321,0,0.036,0.424,0.219
6505,0.398,0.002,0.013,0.51,0.077
6506,0.212,0.003,0.106,0.544,0.135
6507,0.051,0.005,0.298,0.396,0.25
6508,0.33,0,0.027,0.364,0.279
6509,0.243,0.001,0.101,0.145,0.51
6510,0.075,0.031,0.102,0.106,0.686
6511,0.694,0,0.011,0.028,0.267
6512,0.76,0.003,0.017,0.042,0.178
6513,0.947,0,0.004,0.016,0.033
6514,0.036,0.004,0.176,0.43,0.354
6515,0.185,0.001,0.057,0.271,0.486
6516,0.272,0.003,0.105,0.182,0.438
6517,0.331,0.005,0.095,0.159,0.41
6518,0.386,0,0.083,0.374,0.157
6519,0.589,0,0.016,0.168,0.227
6520,0.003,0.014,0.215,0.02,0.748
6521,0.174,0.037,0.043,0.126,0.62
6522,0.899,0.003,0.007,0.016,0.075
6523,0.003,0.048,0.057,0.009,0.883
6524,0.289,0.004,0.063,0.51,0.134
6525,0.2,0,0.045,0.207,0.548
6526,0.392,0,0.021,0.135,0.452
6527,0.543,0,0.036,0.327,0.094
6528,0.346,0.007,0.041,0.561,0.045
6529,0.31,0,0.072,0.316,0.302
6530,0.563,0,0.008,0.083,0.346
6531,0.925,0,0.004,0.035,0.036
6532,0.638,0,0.008,0.087,0.267
6533,0.259,0,0.054,0.484,0.203
6534,0.067,0.005,0.177,0.508,0.243
6535,0.101,0.002,0.23,0.456,0.211
6536,0.508,0.001,0.007,0.341,0.143
6537,0.002,0.035,0.158,0.004,0.801
6538,0.608,0.002,0.02,0.258,0.112
6539,0,0.073,0.088,0.006,0.833
6540,0.467,0.003,0.022,0.041,0.467
6541,0.867,0.003,0.007,0.019,0.104
6542,0.275,0,0.131,0.436,0.158
6543,0.932,0,0.001,0.037,0.03
6544,0.57,0,0.013,0.04,0.377
6545,0.281,0,0.067,0.537,0.115
6546,0.06,0.077,0.023,0.102,0.738
6547,0.576,0.002,0.016,0.171,0.235
6548,0.003,0.133,0.023,0.002,0.839
6549,0.062,0.004,0.143,0.263,0.528
6550,0.523,0,0.006,0.187,0.284
6551,0.002,0.022,0.122,0.007,0.847
6552,0.314,0.005,0.053,0.404,0.224
6553,0.007,0.032,0.03,0.035,0.896
6554,0.334,0.001,0.023,0.417,0.225
6555,0.519,0.001,0.006,0.395,0.079
6556,0.726,0.001,0.008,0.025,0.24
6557,0.623,0.02,0.1,0.035,0.222
6558,0.703,0.001,0.002,0.261,0.033
6559,0,0.031,0.093,0.016,0.86
6560,0.463,0.001,0.041,0.321,0.174
6561,0,0.046,0.082,0.015,0.857
6562,0.084,0.006,0.134,0.63,0.146
6563,0.191,0.002,0.159,0.134,0.514
6564,0.654,0.001,0.012,0.03,0.303
6565,0.919,0.001,0.005,0.049,0.026
6566,0.391,0.011,0.026,0.087,0.485
6567,0.211,0.001,0.163,0.35,0.275
6568,0.467,0,0.014,0.386,0.133
6569,0.002,0.011,0.08,0.013,0.894
6570,0.416,0,0.008,0.178,0.398
6571,0.002,0.01,0.044,0.011,0.933
6572,0.273,0,0.113,0.27,0.344
6573,0.058,0.002,0.041,0.261,0.638
6574,0.503,0,0.039,0.373,0.085
6575,0.234,0.001,0.076,0.534,0.155
6576,0.377,0,0.037,0.235,0.351
6577,0.001,0.033,0.076,0.015,0.875
6578,0.252,0.008,0.033,0.56,0.147
6579,0.518,0,0.009,0.106,0.367
6580,0.797,0,0,0.13,0.073
6581,0.231,0.026,0.03,0.026,0.687
6582,0.02,0.004,0.399,0.057,0.52
6583,0.744,0.001,0.011,0.032,0.212
6584,0.037,0,0.093,0.379,0.491
6585,0.821,0.002,0.017,0.016,0.144
6586,0.013,0.02,0.306,0.027,0.634
6587,0.212,0,0.027,0.559,0.202
6588,0.05,0.001,0.072,0.419,0.458
6589,0.473,0,0.018,0.434,0.075
6590,0.288,0.001,0.018,0.433,0.26
6591,0.144,0.035,0.065,0.015,0.741
6592,0.686,0.001,0.002,0.127,0.184
6593,0.372,0.002,0.068,0.324,0.234
6594,0.57,0,0.026,0.251,0.153
6595,0.532,0,0.014,0.352,0.102
6596,0.098,0.003,0.166,0.424,0.309
6597,0.044,0.009,0.183,0.394,0.37
6598,0.915,0,0.006,0.049,0.03
6599,0.779,0.001,0.031,0.084,0.105
6600,0.005,0.015,0.085,0.009,0.886
6601,0.143,0.004,0.134,0.327,0.392
6602,0.398,0,0.067,0.289,0.246
6603,0.234,0,0.054,0.258,0.454
6604,0.675,0,0.026,0.072,0.227
6605,0,0.011,0.153,0.016,0.82
6606,0.752,0.017,0.002,0.022,0.207
6607,0.377,0.001,0.017,0.524,0.081
6608,0.38,0.001,0.021,0.107,0.491
6609,0,0.039,0.073,0.01,0.878
6610,0.624,0,0.003,0.159,0.214
6611,0.363,0,0.016,0.518,0.103
6612,0.406,0.004,0.004,0.084,0.502
6613,0.003,0.033,0.081,0.02,0.863
6614,0.343,0,0.034,0.402,0.221
6615,0.738,0,0.04,0.152,0.07
6616,0.822,0,0.02,0.045,0.113
6617,0.42,0,0.021,0.152,0.407
6618,0.469,0.001,0.021,0.346,0.163
6619,0.204,0.029,0.136,0.152,0.479
6620,0.81,0,0.004,0.058,0.128
6621,0.776,0,0.011,0.045,0.168
6622,0.78,0.005,0.014,0.036,0.165
6623,0.755,0,0.003,0.173,0.069
6624,0.859,0,0.009,0.038,0.094
6625,0.359,0,0.042,0.386,0.213
6626,0.493,0.002,0.05,0.386,0.069
6627,0.086,0.196,0.055,0.022,0.641
6628,0.841,0,0.002,0.121,0.036
6629,0.014,0.027,0.216,0.047,0.696
6630,0.085,0.012,0.035,0.081,0.787
6631,0.554,0.001,0.073,0.229,0.143
6632,0.486,0.003,0.106,0.099,0.306
6633,0.325,0.001,0.045,0.27,0.359
6634,0.55,0.002,0.01,0.338,0.1
6635,0.033,0.03,0.116,0.422,0.399
6636,0.049,0.005,0.204,0.046,0.696
6637,0.005,0.016,0.225,0.016,0.738
6638,0.08,0.021,0.107,0.303,0.489
6639,0.223,0,0.02,0.221,0.536
6640,0.007,0.081,0.458,0.022,0.432
6641,0.022,0.003,0.265,0.025,0.685
6642,0.21,0.035,0.256,0.02,0.479
6643,0.911,0,0.006,0.046,0.037
6644,0.142,0.041,0.054,0.031,0.732
6645,0.844,0,0.003,0.103,0.05
6646,0.309,0,0.041,0.421,0.229
6647,0.27,0.008,0.042,0.196,0.484
6648,0.11,0.02,0.145,0.486,0.239
6649,0.366,0.001,0.038,0.497,0.098
6650,0,0.111,0.122,0.023,0.744
6651,0.687,0,0.01,0.059,0.244
6652,0.673,0,0.005,0.246,0.076
6653,0.498,0,0.019,0.393,0.09
6654,0.703,0,0.007,0.25,0.04
6655,0.263,0,0.016,0.092,0.629
6656,0.524,0,0.002,0.099,0.375
6657,0.921,0,0.007,0.041,0.031
6658,0.383,0.001,0.145,0.081,0.39
6659,0.022,0.03,0.147,0.031,0.77
6660,0.001,0.088,0.142,0.006,0.763
6661,0.328,0,0.049,0.361,0.262
6662,0.322,0.003,0.082,0.45,0.143
6663,0.502,0.03,0.028,0.144,0.296
6664,0.002,0.033,0.19,0.003,0.772
6665,0.359,0,0.026,0.369,0.246
6666,0.406,0.001,0.05,0.159,0.384
6667,0.008,0.038,0.18,0.019,0.755
6668,0.74,0,0.018,0.078,0.164
6669,0.907,0.001,0.007,0.055,0.03
6670,0.054,0.008,0.114,0.086,0.738
6671,0.392,0,0.256,0.179,0.173
6672,0.008,0.05,0.069,0.085,0.788
6673,0.717,0,0.005,0.096,0.182
6674,0.547,0,0.013,0.044,0.396
6675,0.233,0.006,0.075,0.445,0.241
6676,0.538,0,0.006,0.393,0.063
6677,0.818,0,0.005,0.016,0.161
6678,0.68,0,0.001,0.075,0.244
6679,0.006,0.021,0.108,0.011,0.854
6680,0.268,0.002,0.051,0.615,0.064
6681,0.406,0.001,0.078,0.148,0.367
6682,0.58,0,0.013,0.06,0.347
6683,0,0.028,0.059,0.007,0.906
6684,0.703,0,0.007,0.188,0.102
6685,0.236,0.001,0.069,0.375,0.319
6686,0.427,0.001,0.02,0.31,0.242
6687,0.088,0.004,0.137,0.386,0.385
6688,0.3,0.002,0.063,0.467,0.168
6689,0.559,0,0.006,0.352,0.083
6690,0.178,0.01,0.086,0.497,0.229
6691,0.658,0,0.005,0.136,0.201
6692,0.598,0,0.008,0.166,0.228
6693,0.488,0.001,0.026,0.057,0.428
6694,0.359,0.041,0.189,0.126,0.285
6695,0.109,0.005,0.23,0.411,0.245
6696,0.33,0,0.031,0.466,0.173
6697,0.001,0.018,0.048,0.007,0.926
6698,0.093,0.078,0.027,0.049,0.753
6699,0.045,0.004,0.055,0.66,0.236
6700,0.644,0.012,0.15,0.016,0.178
6701,0.535,0.004,0.007,0.023,0.431
6702,0.037,0.001,0.245,0.411,0.306
6703,0.58,0,0.028,0.223,0.169
6704,0.342,0,0.073,0.367,0.218
6705,0.08,0.023,0.056,0.366,0.475
6706,0.006,0.011,0.075,0.015,0.893
6707,0.187,0.002,0.12,0.111,0.58
6708,0.776,0.001,0.009,0.08,0.134
6709,0.298,0.034,0.046,0.346,0.276
6710,0.671,0,0.007,0.236,0.086
6711,0.359,0,0.056,0.424,0.161
6712,0.656,0,0.017,0.041,0.286
6713,0.206,0.001,0.034,0.61,0.149
6714,0.361,0,0.016,0.131,0.492
6715,0.371,0.006,0.194,0.252,0.177
6716,0.404,0.002,0.007,0.469,0.118
6717,0.052,0.018,0.079,0.244,0.607
6718,0.617,0.001,0.014,0.293,0.075
6719,0.425,0,0.01,0.142,0.423
6720,0.641,0,0.006,0.12,0.233
6721,0.313,0,0.028,0.349,0.31
6722,0.595,0,0.014,0.283,0.108
6723,0.497,0,0.036,0.168,0.299
6724,0.592,0,0.012,0.084,0.312
6725,0.814,0.001,0.012,0.067,0.106
6726,0.526,0.001,0.006,0.154,0.313
6727,0.016,0.017,0.143,0.033,0.791
6728,0.271,0.007,0.077,0.563,0.082
6729,0.182,0.057,0.027,0.014,0.72
6730,0.245,0.024,0.03,0.031,0.67
6731,0.097,0,0.015,0.159,0.729
6732,0.285,0.004,0.101,0.446,0.164
6733,0.564,0,0.004,0.362,0.07
6734,0.307,0.002,0.05,0.506,0.135
6735,0.725,0,0.007,0.123,0.145
6736,0.364,0,0.077,0.396,0.163
6737,0.377,0.098,0.035,0.141,0.349
6738,0.406,0,0.032,0.344,0.218
6739,0.209,0.002,0.118,0.481,0.19
6740,0.318,0,0.194,0.341,0.147
6741,0.366,0,0.036,0.422,0.176
6742,0.924,0.001,0.005,0.031,0.039
6743,0.575,0,0.013,0.316,0.096
6744,0.001,0.014,0.092,0.007,0.886
6745,0.176,0,0.107,0.554,0.163
6746,0.001,0.015,0.094,0.006,0.884
6747,0.054,0.01,0.081,0.403,0.452
6748,0.453,0,0.017,0.451,0.079
6749,0.452,0.004,0.083,0.312,0.149
6750,0.487,0,0.077,0.254,0.182
6751,0.003,0.025,0.442,0.017,0.513
6752,0.888,0,0.009,0.021,0.082
6753,0.604,0.001,0.014,0.298,0.083
6754,0.834,0.001,0.013,0.019,0.133
6755,0.621,0.007,0.025,0.097,0.25
6756,0.01,0.062,0.216,0.032,0.68
6757,0.057,0.047,0.39,0.14,0.366
6758,0.917,0,0.002,0.045,0.036
6759,0.004,0.038,0.107,0.013,0.838
6760,0.709,0,0.005,0.151,0.135
6761,0.345,0,0.083,0.274,0.298
6762,0.535,0,0.035,0.205,0.225
6763,0.648,0,0.01,0.247,0.095
6764,0.161,0,0.033,0.147,0.659
6765,0.416,0,0.034,0.242,0.308
6766,0.041,0.011,0.078,0.589,0.281
6767,0.687,0,0.004,0.02,0.289
6768,0.027,0.005,0.106,0.441,0.421
6769,0.409,0.001,0.02,0.473,0.097
6770,0.013,0.028,0.233,0.086,0.64
6771,0.002,0.019,0.042,0.014,0.923
6772,0.081,0.003,0.158,0.563,0.195
6773,0.03,0.017,0.319,0.047,0.587
6774,0.253,0.001,0.099,0.517,0.13
6775,0.526,0,0.067,0.339,0.068
6776,0.577,0,0.02,0.28,0.123
6777,0.71,0,0.001,0.239,0.05
6778,0.473,0,0.02,0.131,0.376
6779,0.942,0,0.004,0.021,0.033
6780,0.657,0,0.006,0.253,0.084
6781,0.401,0,0.027,0.317,0.255
6782,0.022,0.101,0.307,0.032,0.538
6783,0.049,0.017,0.073,0.421,0.44
6784,0.687,0,0.03,0.061,0.222
6785,0.536,0,0.019,0.351,0.094
6786,0,0.018,0.27,0.006,0.706
6787,0.626,0,0.023,0.201,0.15
6788,0.002,0.061,0.059,0.014,0.864
6789,0.383,0.001,0.03,0.513,0.073
6790,0.312,0,0.029,0.464,0.195
6791,0.258,0,0.032,0.49,0.22
6792,0.408,0,0.028,0.406,0.158
6793,0.175,0,0.006,0.136,0.683
6794,0.002,0.04,0.115,0.016,0.827
6795,0.001,0.016,0.083,0.015,0.885
6796,0.826,0,0.009,0.046,0.119
6797,0.897,0,0.002,0.015,0.086
6798,0.542,0,0.012,0.075,0.371
6799,0.51,0,0.003,0.419,0.068
6800,0.299,0.001,0.028,0.232,0.44
6801,0.001,0.017,0.14,0.007,0.835
6802,0.196,0.031,0.13,0.44,0.203
6803,0.147,0,0.084,0.446,0.323
6804,0.685,0,0.027,0.051,0.237
6805,0.011,0.019,0.394,0.045,0.531
6806,0.003,0.014,0.119,0.012,0.852
6807,0.206,0,0.111,0.453,0.23
6808,0.761,0.005,0.014,0.039,0.181
6809,0.065,0.007,0.032,0.186,0.71
6810,0.788,0.002,0.002,0.178,0.03
6811,0.772,0,0.009,0.176,0.043
6812,0.417,0,0.013,0.484,0.086
6813,0.579,0.001,0.013,0.046,0.361
6814,0.019,0.024,0.213,0.038,0.706
