ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
4963,0.247,0,0.041,0.487,0.225
4964,0.359,0,0.012,0.462,0.167
4965,0.3,0.015,0.048,0.027,0.61
4966,0.478,0,0.025,0.172,0.325
4967,0.8,0.001,0.044,0.024,0.131
4968,0.524,0.001,0.015,0.05,0.41
4969,0.556,0.001,0.058,0.277,0.108
4970,0,0.012,0.11,0.007,0.871
4971,0.815,0,0.014,0.029,0.142
4972,0.015,0.055,0.067,0.213,0.65
4973,0.729,0.001,0.025,0.032,0.213
4974,0.827,0.001,0.008,0.067,0.097
4975,0.261,0,0.019,0.096,0.624
4976,0.023,0.012,0.151,0.103,0.711
4977,0.596,0.001,0.019,0.27,0.114
4978,0.809,0.002,0.009,0.051,0.129
4979,0.004,0.049,0.08,0.05,0.817
4980,0.649,0.006,0.04,0.069,0.236
4981,0.917,0,0.005,0.017,0.061
4982,0.277,0,0.083,0.467,0.173
4983,0.62,0,0.008,0.184,0.188
4984,0.637,0,0.018,0.063,0.282
4985,0.008,0.045,0.054,0.045,0.848
4986,0.875,0.003,0.013,0.029,0.08
4987,0.001,0.021,0.098,0.005,0.875
4988,0.013,0.009,0.117,0.044,0.817
4989,0.551,0.002,0.029,0.323,0.095
4990,0.504,0.001,0.025,0.307,0.163
4991,0.506,0,0.005,0.179,0.31
4992,0.633,0,0.002,0.186,0.179
4993,0.279,0.001,0.086,0.519,0.115
4994,0.67,0,0.003,0.191,0.136
4995,0.523,0.001,0.031,0.271,0.174
4996,0.575,0.002,0.023,0.257,0.143
4997,0.839,0.015,0.003,0.021,0.122
4998,0.423,0.001,0.016,0.048,0.512
4999,0.789,0,0.007,0.024,0.18
5000,0.091,0.034,0.142,0.46,0.273
5001,0.749,0,0.015,0.087,0.149
5002,0.286,0,0.031,0.546,0.137
5003,0.115,0.005,0.086,0.326,0.468
5004,0.492,0.001,0.015,0.188,0.304
5005,0.427,0.001,0.093,0.342,0.137
5006,0,0.017,0.148,0.006,0.829
5007,0.413,0.001,0.042,0.286,0.258
5008,0.11,0.001,0.092,0.033,0.764
5009,0.542,0.005,0.017,0.288,0.148
5010,0.285,0,0.071,0.501,0.143
5011,0.825,0.001,0.005,0.021,0.148
5012,0.364,0.004,0.09,0.23,0.312
5013,0.013,0.021,0.134,0.022,0.81
5014,0.727,0,0.002,0.084,0.187
5015,0.882,0.001,0.005,0.043,0.069
5016,0.848,0.001,0.01,0.035,0.106
5017,0.701,0,0.007,0.148,0.144
5018,0.384,0,0.13,0.159,0.327
5019,0.876,0.005,0.008,0.026,0.085
5020,0.603,0,0.006,0.108,0.283
5021,0.315,0.002,0.058,0.433,0.192
5022,0.216,0,0.072,0.623,0.089
5023,0.534,0.001,0.052,0.048,0.365
5024,0.047,0.016,0.22,0.028,0.689
5025,0.672,0,0.002,0.192,0.134
5026,0.84,0,0.008,0.033,0.119
5027,0.895,0,0.008,0.023,0.074
5028,0.255,0.001,0.036,0.508,0.2
5029,0.607,0,0.012,0.102,0.279
5030,0.187,0,0.031,0.635,0.147
5031,0.377,0,0.079,0.36,0.184
5032,0.153,0.016,0.054,0.021,0.756
5033,0.302,0,0.023,0.16,0.515
5034,0.023,0.011,0.376,0.111,0.479
5035,0.557,0,0.019,0.115,0.309
5036,0.54,0,0.006,0.227,0.227
5037,0.439,0,0.101,0.264,0.196
5038,0.613,0.01,0.046,0.113,0.218
5039,0.002,0.013,0.076,0.008,0.901
5040,0.018,0.036,0.211,0.014,0.721
5041,0.773,0.03,0.01,0.057,0.13
5042,0.887,0,0.003,0.023,0.087
5043,0.297,0.001,0.049,0.397,0.256
5044,0.586,0.001,0.015,0.26,0.138
5045,0.535,0.002,0.086,0.135,0.242
5046,0.386,0,0.016,0.225,0.373
5047,0.01,0.017,0.584,0.042,0.347
5048,0.425,0,0.017,0.383,0.175
5049,0.214,0.002,0.225,0.434,0.125
5050,0.081,0.037,0.045,0.018,0.819
5051,0.611,0.002,0.005,0.021,0.361
5052,0.001,0.031,0.126,0.019,0.823
5053,0.87,0,0.004,0.019,0.107
5054,0.675,0,0.015,0.235,0.075
5055,0.59,0.002,0.015,0.19,0.203
5056,0.002,0.006,0.277,0.021,0.694
5057,0.24,0.002,0.046,0.28,0.432
5058,0.078,0.001,0.038,0.194,0.689
5059,0.791,0.004,0.032,0.015,0.158
5060,0.004,0.113,0.324,0.051,0.508
5061,0.678,0,0.005,0.138,0.179
5062,0.95,0,0,0.021,0.029
5063,0.577,0.002,0.04,0.169,0.212
5064,0.001,0.031,0.059,0.015,0.894
5065,0.645,0.001,0.02,0.199,0.135
5066,0.665,0,0.008,0.209,0.118
5067,0.601,0.018,0.021,0.13,0.23
5068,0.452,0,0.01,0.356,0.182
5069,0.384,0,0.031,0.425,0.16
5070,0.01,0.009,0.121,0.012,0.848
5071,0.766,0,0.004,0.096,0.134
5072,0.792,0,0.005,0.063,0.14
5073,0.835,0,0.009,0.04,0.116
5074,0.77,0,0.007,0.148,0.075
5075,0.014,0.015,0.064,0.037,0.87
5076,0.019,0.019,0.183,0.029,0.75
5077,0.338,0,0.057,0.431,0.174
5078,0.394,0.001,0.077,0.218,0.31
5079,0.846,0,0.002,0.012,0.14
5080,0.54,0,0.016,0.259,0.185
5081,0.497,0.002,0.019,0.34,0.142
5082,0.724,0.001,0.021,0.033,0.221
5083,0.336,0,0.041,0.427,0.196
5084,0.67,0,0,0.244,0.086
5085,0.383,0.002,0.025,0.406,0.184
5086,0.858,0,0.005,0.038,0.099
5087,0.088,0.003,0.049,0.434,0.426
5088,0.746,0,0,0.145,0.109
5089,0.361,0,0.028,0.415,0.196
5090,0.457,0.001,0.015,0.038,0.489
5091,0.002,0.034,0.104,0.009,0.851
5092,0.427,0,0.096,0.315,0.162
5093,0.692,0,0.012,0.062,0.234
5094,0.883,0,0.007,0.021,0.089
5095,0.715,0.001,0.02,0.182,0.082
5096,0.701,0.001,0.004,0.038,0.256
5097,0.067,0.003,0.113,0.4,0.417
5098,0.905,0,0.012,0.021,0.062
5099,0.27,0.005,0.139,0.065,0.521
5100,0.247,0,0.06,0.437,0.256
5101,0.353,0,0.103,0.367,0.177
5102,0.275,0.001,0.03,0.564,0.13
5103,0.688,0.001,0.005,0.178,0.128
5104,0.439,0.003,0.028,0.418,0.112
5105,0.72,0.001,0.005,0.124,0.15
5106,0.015,0.041,0.191,0.019,0.734
5107,0.896,0.006,0.003,0.013,0.082
5108,0.862,0,0.005,0.008,0.125
5109,0.825,0.003,0.02,0.037,0.115
5110,0.514,0.002,0.026,0.223,0.235
5111,0.017,0.033,0.162,0.013,0.775
5112,0.267,0.002,0.083,0.492,0.156
5113,0.106,0.011,0.038,0.395,0.45
5114,0.147,0,0.06,0.602,0.191
5115,0.189,0.011,0.12,0.529,0.151
5116,0.56,0,0.006,0.278,0.156
5117,0.349,0.03,0.052,0.054,0.515
5118,0.027,0.263,0.17,0.024,0.516
5119,0.87,0,0.004,0.018,0.108
5120,0.002,0.023,0.109,0.003,0.863
5121,0.086,0.001,0.037,0.19,0.686
5122,0.001,0.014,0.06,0.012,0.913
5123,0.719,0,0.016,0.147,0.118
5124,0.592,0.001,0.012,0.067,0.328
5125,0.494,0,0.028,0.204,0.274
5126,0.297,0.001,0.104,0.378,0.22
5127,0.903,0.001,0.004,0.012,0.08
5128,0.24,0,0.027,0.484,0.249
5129,0.787,0.002,0.004,0.023,0.184
5130,0.811,0,0.001,0.063,0.125
5131,0.743,0.002,0.009,0.01,0.236
5132,0.619,0.001,0.016,0.256,0.108
5133,0.637,0.001,0.016,0.241,0.105
5134,0,0.025,0.11,0.005,0.86
5135,0.905,0.002,0.003,0.02,0.07
5136,0.835,0,0.002,0.017,0.146
5137,0.615,0,0.019,0.183,0.183
5138,0.071,0.004,0.193,0.323,0.409
5139,0.001,0.029,0.124,0.015,0.831
5140,0.473,0,0.017,0.422,0.088
5141,0.093,0.004,0.219,0.489,0.195
5142,0.631,0,0.058,0.189,0.122
5143,0.906,0.002,0.008,0.018,0.066
5144,0.104,0.012,0.059,0.273,0.552
5145,0.795,0.003,0.026,0.015,0.161
5146,0.835,0.002,0.023,0.013,0.127
5147,0.115,0.001,0.144,0.287,0.453
5148,0.162,0.004,0.186,0.129,0.519
5149,0.02,0.025,0.09,0.036,0.829
5150,0.002,0.019,0.075,0.01,0.894
5151,0.643,0.002,0.025,0.046,0.284
5152,0.304,0.001,0.043,0.382,0.27
5153,0.488,0.001,0.118,0.179,0.214
5154,0.339,0.001,0.018,0.46,0.182
5155,0.61,0.012,0.079,0.108,0.191
5156,0.367,0.001,0.064,0.406,0.162
5157,0.524,0,0.006,0.036,0.434
5158,0.902,0.002,0.003,0.021,0.072
5159,0.598,0.001,0.019,0.252,0.13
5160,0.54,0,0.027,0.118,0.315
5161,0.38,0.008,0.226,0.148,0.238
5162,0.65,0.002,0.024,0.261,0.063
5163,0.439,0,0.022,0.381,0.158
5164,0.757,0,0.007,0.114,0.122
5165,0.584,0,0.019,0.314,0.083
5166,0.117,0.004,0.162,0.297,0.42
5167,0.366,0,0.005,0.112,0.517
5168,0.061,0.002,0.153,0.489,0.295
5169,0.254,0,0.027,0.35,0.369
5170,0.002,0.081,0.174,0.046,0.697
5171,0.487,0,0.011,0.336,0.166
5172,0.006,0.006,0.203,0.009,0.776
5173,0.69,0,0.013,0.092,0.205
5174,0.274,0.001,0.066,0.477,0.182
5175,0.417,0,0.047,0.364,0.172
5176,0.601,0,0.014,0.118,0.267
5177,0.415,0.001,0.04,0.412,0.132
5178,0.085,0.008,0.029,0.457,0.421
5179,0.564,0.001,0.025,0.303,0.107
5180,0.365,0,0.027,0.341,0.267
5181,0.301,0.006,0.091,0.187,0.415
5182,0.008,0.017,0.221,0.003,0.751
5183,0.314,0,0.042,0.15,0.494
5184,0.087,0.011,0.25,0.109,0.543
5185,0.533,0,0.028,0.323,0.116
5186,0.548,0,0.004,0.333,0.115
5187,0.062,0.003,0.094,0.073,0.768
5188,0.726,0,0.006,0.117,0.151
5189,0.561,0,0.018,0.176,0.245
5190,0.818,0.002,0.004,0.03,0.146
5191,0.28,0,0.025,0.496,0.199
5192,0.874,0,0.007,0.029,0.09
5193,0.072,0.007,0.066,0.353,0.502
5194,0.02,0.017,0.136,0.135,0.692
5195,0.05,0.082,0.4,0.049,0.419
5196,0.69,0,0.003,0.096,0.211
5197,0.03,0.024,0.241,0.031,0.674
5198,0.001,0.055,0.064,0.04,0.84
5199,0.216,0.032,0.027,0.029,0.696
5200,0.894,0.001,0.017,0.014,0.074
5201,0.385,0.039,0.063,0.025,0.488
5202,0.648,0,0.009,0.192,0.151
5203,0.458,0,0.106,0.203,0.233
5204,0.043,0.015,0.144,0.097,0.701
5205,0.002,0.065,0.163,0.008,0.762
5206,0.07,0.001,0.109,0.31,0.51
5207,0.637,0.001,0.011,0.135,0.216
5208,0.738,0.001,0.015,0.134,0.112
5209,0.644,0,0.002,0.198,0.156
5210,0.854,0.002,0.002,0.036,0.106
5211,0.429,0.001,0.033,0.441,0.096
5212,0.267,0,0.025,0.586,0.122
5213,0,0.004,0.131,0.007,0.858
5214,0.261,0,0.06,0.541,0.138
5215,0.403,0,0.047,0.291,0.259
5216,0.668,0,0.008,0.185,0.139
5217,0.929,0.001,0.02,0.013,0.037
5218,0.256,0,0.026,0.321,0.397
5219,0.563,0,0.001,0.198,0.238
5220,0.012,0.1,0.538,0.045,0.305
5221,0.747,0.002,0.004,0.05,0.197
5222,0.732,0,0.002,0.026,0.24
5223,0.649,0,0.002,0.173,0.176
5224,0.277,0.001,0.073,0.431,0.218
5225,0.653,0,0.067,0.122,0.158
5226,0.791,0.002,0.012,0.042,0.153
5227,0.305,0.001,0.058,0.489,0.147
5228,0.625,0.001,0.026,0.17,0.178
5229,0.004,0.071,0.263,0.009,0.653
5230,0.566,0,0.021,0.308,0.105
5231,0.465,0,0.022,0.339,0.174
5232,0.517,0,0.017,0.251,0.215
5233,0.635,0,0.026,0.183,0.156
5234,0.619,0,0.051,0.083,0.247
5235,0.658,0,0.01,0.025,0.307
5236,0.417,0,0.04,0.444,0.099
5237,0.178,0,0.059,0.607,0.156
5238,0.287,0,0.101,0.485,0.127
5239,0.67,0,0.02,0.207,0.103
5240,0.868,0.001,0.006,0.017,0.108
5241,0.836,0,0.015,0.016,0.133
5242,0.25,0.005,0.061,0.525,0.159
5243,0.003,0.034,0.051,0.008,0.904
5244,0.694,0,0.009,0.031,0.266
5245,0.755,0,0.005,0.146,0.094
5246,0.025,0.047,0.159,0.034,0.735
5247,0.041,0.014,0.124,0.088,0.733
5248,0.036,0.002,0.204,0.419,0.339
5249,0.315,0.002,0.089,0.372,0.222
5250,0.908,0.002,0.006,0.018,0.066
5251,0.107,0.002,0.023,0.762,0.106
5252,0.371,0,0.032,0.385,0.212
5253,0.5,0.002,0.017,0.307,0.174
5254,0.93,0.001,0.007,0.011,0.051
5255,0.918,0.001,0.005,0.013,0.063
5256,0.891,0,0.007,0.021,0.081
5257,0.873,0.002,0.003,0.016,0.106
5258,0.058,0.017,0.127,0.443,0.355
5259,0.216,0,0.051,0.686,0.047
5260,0.492,0.001,0.038,0.286,0.183
5261,0.231,0,0.003,0.115,0.651
5262,0.013,0.024,0.245,0.028,0.69
5263,0.492,0.001,0.01,0.246,0.251
5264,0.115,0.012,0.035,0.028,0.81
5265,0.486,0.002,0.015,0.263,0.234
5266,0.587,0.001,0.001,0.036,0.375
5267,0.481,0.002,0.017,0.376,0.124
5268,0.648,0,0.009,0.075,0.268
5269,0.244,0,0.023,0.45,0.283
5270,0.626,0.001,0.008,0.242,0.123
5271,0.273,0,0.057,0.559,0.111
5272,0.511,0.016,0.054,0.122,0.297
5273,0.566,0,0.044,0.183,0.207
5274,0.159,0.005,0.306,0.101,0.429
5275,0.065,0.001,0.091,0.357,0.486
5276,0.065,0,0.137,0.383,0.415
5277,0.862,0.003,0.014,0.012,0.109
5278,0.569,0.003,0.021,0.265,0.142
5279,0.002,0.051,0.055,0.016,0.876
5280,0.837,0,0.002,0.067,0.094
5281,0.749,0.002,0.007,0.049,0.193
5282,0.826,0.001,0.007,0.043,0.123
5283,0.68,0,0.006,0.112,0.202
5284,0.241,0.003,0.033,0.221,0.502
5285,0.005,0.006,0.332,0.089,0.568
5286,0.851,0.001,0.011,0.026,0.111
5287,0.663,0.001,0.005,0.05,0.281
5288,0.512,0.001,0.077,0.084,0.326
5289,0.623,0.001,0.012,0.284,0.08
5290,0.009,0.015,0.171,0.034,0.771
5291,0.005,0.041,0.161,0.022,0.771
5292,0.021,0.031,0.047,0.022,0.879
5293,0.01,0.023,0.14,0.012,0.815
5294,0.706,0.001,0.012,0.076,0.205
5295,0.585,0,0.007,0.073,0.335
5296,0.867,0,0.004,0.031,0.098
5297,0.805,0.001,0.018,0.012,0.164
5298,0.064,0.002,0.147,0.274,0.513
5299,0.485,0,0.015,0.034,0.466
5300,0.007,0.033,0.138,0.015,0.807
5301,0.596,0,0.015,0.244,0.145
5302,0.642,0,0.001,0.146,0.211
5303,0.081,0.005,0.046,0.312,0.556
5304,0.01,0.02,0.398,0.077,0.495
5305,0.52,0,0.014,0.325,0.141
5306,0.334,0,0.035,0.563,0.068
5307,0.337,0.001,0.036,0.479,0.147
5308,0.001,0.027,0.426,0.016,0.53
5309,0.858,0,0.005,0.038,0.099
5310,0.056,0.058,0.078,0.02,0.788
5311,0.853,0.001,0.008,0.029,0.109
5312,0.003,0.04,0.037,0.024,0.896
5313,0.193,0.006,0.272,0.063,0.466
5314,0.25,0,0.049,0.486,0.215
5315,0.767,0,0.002,0.2,0.031
5316,0.463,0,0.037,0.296,0.204
5317,0.619,0.001,0.006,0.194,0.18
5318,0.833,0,0.003,0.048,0.116
5319,0.594,0.004,0.015,0.279,0.108
5320,0.417,0.005,0.054,0.374,0.15
5321,0.637,0.003,0.023,0.066,0.271
5322,0.108,0,0.132,0.34,0.42
5323,0.817,0.001,0.006,0.029,0.147
5324,0.517,0,0.051,0.305,0.127
5325,0.88,0.001,0.013,0.019,0.087
5326,0.004,0.073,0.069,0.017,0.837
5327,0.015,0.015,0.343,0.049,0.578
5328,0.31,0,0.03,0.094,0.566
5329,0.296,0,0.006,0.143,0.555
5330,0.914,0.001,0.004,0.017,0.064
5331,0.293,0,0.048,0.562,0.097
5332,0.01,0.016,0.184,0.043,0.747
5333,0.357,0.001,0.031,0.379,0.232
5334,0.011,0.015,0.44,0.019,0.515
5335,0.44,0,0.122,0.085,0.353
5336,0.886,0,0.003,0.028,0.083
5337,0.491,0,0.058,0.328,0.123
5338,0.461,0.001,0.028,0.354,0.156
5339,0.74,0.004,0.004,0.03,0.222
5340,0.712,0,0.012,0.069,0.207
5341,0.639,0.003,0.01,0.259,0.089
5342,0.035,0.021,0.166,0.058,0.72
5343,0.725,0.001,0.017,0.106,0.151
5344,0.582,0,0.08,0.069,0.269
5345,0.331,0,0.02,0.607,0.042
5346,0.614,0,0.008,0.141,0.237
5347,0.822,0,0.002,0.022,0.154
5348,0.225,0,0.178,0.374,0.223
5349,0.629,0.002,0.008,0.246,0.115
5350,0.075,0.018,0.284,0.017,0.606
5351,0.326,0,0.064,0.466,0.144
5352,0.286,0.054,0.11,0.032,0.518
5353,0.156,0.003,0.088,0.375,0.378
5354,0.189,0.015,0.047,0.222,0.527
5355,0.455,0.001,0.065,0.355,0.124
5356,0.575,0,0.008,0.029,0.388
5357,0.573,0.001,0.028,0.303,0.095
5358,0.007,0.048,0.349,0.016,0.58
5359,0.462,0.001,0.058,0.321,0.158
5360,0.46,0.001,0.023,0.323,0.193
5361,0.889,0.002,0.003,0.017,0.089
5362,0.852,0.001,0.017,0.057,0.073
5363,0.634,0,0.005,0.117,0.244
5364,0.58,0.001,0.01,0.235,0.174
5365,0.008,0.013,0.2,0.022,0.757
5366,0.02,0.025,0.361,0.016,0.578
5367,0.928,0.001,0.006,0.012,0.053
5368,0.57,0.003,0.019,0.099,0.309
5369,0.018,0.019,0.096,0.029,0.838
5370,0.453,0.002,0.007,0.326,0.212
5371,0.02,0.024,0.396,0.028,0.532
5372,0.004,0.064,0.051,0.046,0.835
5373,0.888,0,0.002,0.046,0.064
5374,0.005,0.087,0.125,0.017,0.766
5375,0.444,0,0.086,0.078,0.392
5376,0.001,0.02,0.09,0.011,0.878
5377,0.185,0.053,0.087,0.012,0.663
5378,0.785,0.002,0.005,0.046,0.162
5379,0.851,0,0.013,0.095,0.041
5380,0.589,0,0.009,0.148,0.254
5381,0.545,0,0.017,0.212,0.226
5382,0.169,0.001,0.084,0.446,0.3
5383,0.694,0.001,0.017,0.202,0.086
5384,0.404,0,0.045,0.433,0.118
5385,0.769,0,0.001,0.206,0.024
5386,0.018,0.038,0.252,0.042,0.65
5387,0.014,0.02,0.151,0.039,0.776
5388,0.097,0.009,0.102,0.311,0.481
5389,0.241,0,0.096,0.46,0.203
5390,0.032,0.035,0.076,0.05,0.807
5391,0.05,0.001,0.188,0.44,0.321
5392,0.821,0.002,0.009,0.037,0.131
5393,0.064,0.001,0.108,0.395,0.432
5394,0.066,0.004,0.109,0.323,0.498
5395,0.002,0.028,0.078,0.008,0.884
5396,0.821,0.002,0.018,0.036,0.123
5397,0.921,0,0.005,0.026,0.048
5398,0.014,0.015,0.31,0.135,0.526
5399,0.801,0,0.011,0.053,0.135
5400,0.566,0,0.025,0.222,0.187
5401,0.007,0.02,0.235,0.036,0.702
5402,0.828,0.002,0.006,0.071,0.093
5403,0,0.046,0.084,0.01,0.86
5404,0.626,0.002,0.009,0.253,0.11
5405,0.641,0,0.002,0.194,0.163
5406,0.589,0,0.008,0.216,0.187
5407,0.048,0.007,0.239,0.029,0.677
5408,0.394,0,0.023,0.478,0.105
5409,0.854,0.002,0.002,0.036,0.106
5410,0.626,0,0.003,0.171,0.2
5411,0.05,0.004,0.081,0.37,0.495
5412,0.522,0,0.035,0.203,0.24
5413,0.671,0,0.014,0.05,0.265
5414,0.38,0,0.041,0.442,0.137
5415,0.192,0.004,0.1,0.23,0.474
5416,0.411,0,0.048,0.459,0.082
5417,0.349,0,0.024,0.367,0.26
5418,0.061,0.042,0.035,0.019,0.843
5419,0.432,0,0.022,0.452,0.094
5420,0.781,0.001,0.005,0.048,0.165
5421,0.002,0.013,0.139,0.007,0.839
5422,0.49,0.001,0.022,0.309,0.178
5423,0.28,0,0.038,0.541,0.141
5424,0.801,0.002,0.033,0.071,0.093
5425,0.011,0.052,0.059,0.143,0.735
5426,0,0.012,0.11,0.01,0.868
5427,0.336,0.006,0.005,0.126,0.527
5428,0.874,0.003,0.022,0.025,0.076
5429,0.525,0,0.025,0.254,0.196
5430,0.28,0,0.088,0.425,0.207
5431,0.893,0.002,0.004,0.024,0.077
5432,0.796,0,0.004,0.085,0.115
5433,0.414,0,0.02,0.361,0.205
5434,0.872,0.002,0,0.036,0.09
5435,0.157,0,0.149,0.499,0.195
5436,0.01,0.012,0.276,0.024,0.678
5437,0.009,0.009,0.162,0.021,0.799
5438,0.399,0.001,0.052,0.357,0.191
5439,0.593,0,0.03,0.277,0.1
5440,0.643,0,0.026,0.224,0.107
5441,0.502,0,0.024,0.248,0.226
5442,0.443,0,0.043,0.182,0.332
5443,0.432,0.031,0.016,0.015,0.506
5444,0.325,0.001,0.085,0.452,0.137
5445,0.096,0.009,0.067,0.062,0.766
5446,0.496,0,0.022,0.237,0.245
5447,0.698,0,0.004,0.179,0.119
5448,0.077,0.045,0.103,0.015,0.76
5449,0.262,0,0.046,0.551,0.141
5450,0.676,0,0.011,0.028,0.285
5451,0.818,0.004,0.016,0.008,0.154
5452,0.007,0.008,0.164,0.035,0.786
5453,0.729,0.001,0.007,0.035,0.228
5454,0.043,0.04,0.213,0.174,0.53
5455,0.254,0.004,0.034,0.588,0.12
5456,0.61,0.002,0.078,0.06,0.25
5457,0.587,0,0.012,0.203,0.198
5458,0.831,0,0.006,0.024,0.139
5459,0.451,0,0.022,0.43,0.097
5460,0.181,0.002,0.05,0.632,0.135
5461,0.374,0.001,0.063,0.394,0.168
5462,0.816,0.005,0.028,0.018,0.133
5463,0.007,0.02,0.154,0.013,0.806
5464,0.886,0.002,0.017,0.027,0.068
5465,0.102,0.043,0.074,0.02,0.761
5466,0.001,0.05,0.072,0.049,0.828
5467,0.301,0,0.034,0.5,0.165
5468,0.684,0.004,0.007,0.151,0.154
5469,0.509,0.001,0.023,0.297,0.17
5470,0.112,0.006,0.052,0.229,0.601
5471,0.223,0.001,0.074,0.538,0.164
5472,0.205,0,0.015,0.614,0.166
5473,0.069,0.016,0.155,0.417,0.343
5474,0.39,0.001,0.055,0.486,0.068
5475,0.006,0.016,0.166,0.033,0.779
5476,0.243,0,0.029,0.217,0.511
5477,0.006,0.041,0.141,0.021,0.791
5478,0.215,0.002,0.07,0.498,0.215
5479,0.049,0.01,0.163,0.057,0.721
5480,0.002,0.002,0.01,0,0.986
5481,0.067,0.013,0.112,0.224,0.584
5482,0.623,0.004,0.006,0.094,0.273
5483,0.199,0,0.082,0.513,0.206
5484,0.806,0.001,0.005,0.023,0.165
5485,0.837,0,0.008,0.024,0.131
5486,0.71,0.001,0.027,0.073,0.189
5487,0.006,0.012,0.394,0.072,0.516
5488,0.389,0,0.006,0.576,0.029
5489,0.56,0.002,0.008,0.174,0.256
5490,0.31,0,0.059,0.437,0.194
5491,0.427,0.001,0.026,0.327,0.219
5492,0.395,0,0.045,0.448,0.112
5493,0.821,0,0.005,0.029,0.145
5494,0.479,0,0.008,0.107,0.406
5495,0.271,0,0.033,0.509,0.187
5496,0.673,0.002,0.008,0.16,0.157
5497,0.578,0,0.036,0.271,0.115
5498,0.508,0,0.025,0.318,0.149
5499,0.576,0.001,0.037,0.052,0.334
5500,0.481,0.001,0.021,0.167,0.33
5501,0.444,0,0.006,0.156,0.394
5502,0.014,0.033,0.696,0.017,0.24
5503,0.453,0,0.047,0.401,0.099
5504,0.494,0.002,0.044,0.294,0.166
5505,0.587,0.001,0.018,0.159,0.235
5506,0.451,0,0.012,0.117,0.42
5507,0.683,0,0.013,0.083,0.221
5508,0.047,0.004,0.086,0.508,0.355
5509,0.086,0.006,0.111,0.08,0.717
5510,0.396,0,0.03,0.481,0.093
5511,0.602,0,0.011,0.244,0.143
5512,0.811,0.001,0.014,0.006,0.168
5513,0.161,0.001,0.179,0.535,0.124
5514,0.001,0.025,0.066,0.032,0.876
5515,0.55,0,0.012,0.092,0.346
5516,0.485,0,0.005,0.132,0.378
5517,0.595,0,0.026,0.27,0.109
5518,0.012,0.009,0.157,0.032,0.79
5519,0.576,0.012,0.037,0.175,0.2
5520,0.605,0.006,0.041,0.148,0.2
5521,0.875,0.002,0.001,0.017,0.105
5522,0.29,0,0.027,0.453,0.23
5523,0.283,0,0.037,0.577,0.103
5524,0.658,0.001,0.007,0.058,0.276
5525,0.027,0.022,0.311,0.028,0.612
5526,0.463,0.002,0.041,0.333,0.161
5527,0.315,0.001,0.089,0.418,0.177
5528,0.596,0,0.007,0.215,0.182
5529,0.196,0,0.077,0.561,0.166
5530,0.029,0.016,0.093,0.057,0.805
5531,0.512,0,0.016,0.259,0.213
5532,0.806,0,0.016,0.105,0.073
5533,0.744,0,0.011,0.135,0.11
5534,0.24,0.003,0.117,0.48,0.16
5535,0.638,0.001,0.029,0.192,0.14
5536,0.5,0,0.016,0.196,0.288
5537,0.001,0.02,0.104,0.015,0.86
5538,0.378,0.005,0.085,0.383,0.149
5539,0.67,0.002,0.017,0.2,0.111
5540,0.006,0.016,0.355,0.019,0.604
5541,0.277,0,0.088,0.463,0.172
5542,0.029,0.031,0.176,0.021,0.743
5543,0.605,0.001,0.005,0.055,0.334
5544,0.074,0.007,0.149,0.509,0.261
5545,0.437,0.001,0.033,0.242,0.287
5546,0.238,0.003,0.049,0.559,0.151
5547,0.698,0.001,0,0.064,0.237
5548,0.551,0.001,0.023,0.281,0.144
5549,0.246,0,0.022,0.203,0.529
5550,0.829,0,0.003,0.084,0.084
5551,0.01,0.016,0.211,0.024,0.739
5552,0.633,0,0.003,0.208,0.156
5553,0.222,0.056,0.071,0.02,0.631
5554,0.409,0.001,0.008,0.025,0.557
5555,0.71,0.001,0.02,0.099,0.17
5556,0.308,0,0.047,0.272,0.373
5557,0.464,0,0.006,0.415,0.115
5558,0.219,0,0.004,0.428,0.349
5559,0.878,0.001,0.008,0.022,0.091
5560,0.688,0,0.006,0.172,0.134
5561,0.001,0.025,0.294,0.016,0.664
5562,0.409,0,0.028,0.214,0.349
5563,0.607,0.001,0.02,0.039,0.333
5564,0.854,0.001,0.004,0.013,0.128
5565,0.468,0,0.01,0.347,0.175
5566,0.542,0.005,0.017,0.288,0.148
5567,0.011,0.01,0.266,0.016,0.697
5568,0.928,0.001,0.006,0.012,0.053
5569,0.748,0.002,0.008,0.008,0.234
5570,0.002,0.029,0.053,0.01,0.906
5571,0.93,0,0.004,0.014,0.052
5572,0.346,0.001,0.036,0.275,0.342
5573,0.269,0.001,0.048,0.53,0.152
5574,0.031,0.072,0.153,0.062,0.682
5575,0.157,0.011,0.142,0.424,0.266
5576,0.393,0,0.017,0.388,0.202
5577,0.049,0.002,0.079,0.395,0.475
5578,0.436,0.003,0.046,0.353,0.162
5579,0.813,0.001,0.005,0.064,0.117
5580,0.81,0,0.013,0.025,0.152
5581,0.195,0,0.122,0.575,0.108
5582,0.296,0,0.026,0.488,0.19
5583,0.297,0,0.02,0.243,0.44
5584,0.804,0,0.009,0.026,0.161
5585,0,0.009,0.095,0.007,0.889
5586,0.001,0.015,0.225,0.01,0.749
5587,0.154,0,0.025,0.728,0.093
5588,0.446,0,0.036,0.407,0.111
5589,0.363,0,0.015,0.497,0.125
5590,0.005,0.037,0.161,0.019,0.778
5591,0.388,0.001,0.038,0.315,0.258
